Class,ID
0,139946
0,188152
0,126793
0,92581
0,256263
0,97185
0,33038
0,252122
0,128028
0,185448
0,48559
0,126494
0,157560
0,85913
0,44077
0,271842
0,250611
0,150863
0,209378
0,99789
0,24359
0,65112
0,193300
0,61663
0,237800
0,231864
0,196514
0,104314
0,208565
0,71128
0,273390
0,174921
0,269485
0,266523
0,50067
0,183566
0,227226
0,63806
0,147327
0,129521
0,174205
0,124492
0,255313
0,56324
0,203312
0,61278
0,132850
0,208258
0,19376
0,9366
0,257095
0,124890
0,23159
0,275460
0,96339
0,58681
0,172821
0,39196
0,246541
0,73556
0,118986
0,226547
0,120363
0,153448
0,94098
0,81450
0,9957
0,128950
0,124444
0,259501
0,80160
0,16056
0,225922
0,197663
0,53715
0,45694
0,37682
0,5031
0,204527
0,138383
0,243191
0,267698
0,175852
0,128360
0,243446
0,47766
0,241578
0,73370
0,66212
0,7129
0,216107
0,267375
0,220201
0,78087
0,110932
0,199115
0,238723
0,111471
0,1686
0,68105
0,187445
0,99356
0,78955
0,188962
0,194731
0,245046
0,41737
0,243378
0,30062
0,99157
0,246166
0,200043
0,34541
0,213765
0,276119
0,102735
0,82987
0,148343
0,271677
0,191914
0,10712
0,117602
0,262308
0,79001
0,272928
0,169296
0,87247
0,246342
0,16119
0,28850
0,233162
0,210383
0,60765
0,153469
0,121938
0,84533
0,55840
0,70411
0,95640
0,140136
0,28860
0,73372
0,78349
0,270476
0,271022
0,282883
0,235953
0,80700
0,11958
0,216545
0,247586
0,142883
0,20346
0,172366
0,174258
0,31485
0,52058
0,134669
0,146896
0,189112
0,181137
0,150620
0,80982
0,23971
0,180120
0,219049
0,209025
0,276892
0,252456
0,51427
0,152452
0,122134
0,148276
0,126916
0,53822
0,218359
0,265216
0,231411
0,204692
0,219135
0,109257
0,66408
0,165203
0,140846
0,281619
0,64118
0,184134
0,257657
0,72714
0,227396
0,30252
0,68270
0,35824
0,37620
0,186560
0,101413
0,143686
0,89871
0,153881
0,217811
0,202828
0,31279
0,159089
0,237950
0,164415
0,12264
0,121349
0,16496
0,213282
0,103521
0,55841
0,273821
0,94378
0,50311
0,262389
0,144056
0,82360
0,18491
0,1330
0,267155
0,256651
0,111172
0,258357
0,15712
0,139215
0,243187
0,103251
0,115262
0,85950
0,2434
0,204787
0,174710
0,195473
0,280513
0,273927
0,102543
0,279074
0,264139
0,64714
0,6872
0,212289
0,77879
0,216632
0,124312
0,13744
0,118249
0,174260
0,94488
0,9769
0,53651
0,274746
0,186406
0,167204
0,239660
0,249363
0,236127
0,43895
0,9722
0,85707
0,49335
0,150513
0,105607
0,47692
0,139119
0,49609
0,121065
0,121619
0,116316
0,112744
0,38388
0,43630
0,203566
0,125331
0,154796
0,11451
0,4602
0,88734
0,32503
0,119265
0,193591
0,268412
0,131453
0,239844
0,56531
0,37291
0,258223
0,43207
0,167077
0,212718
0,269342
0,154054
0,261001
0,83418
0,104874
0,249774
0,179227
0,196505
0,87544
0,92253
0,52655
0,155356
0,55575
0,149364
0,247699
0,150469
0,69680
0,209964
0,54208
0,231349
0,44073
0,269024
0,77602
0,284096
0,61190
0,250516
0,254213
0,253975
0,130539
0,22598
0,73533
0,270359
0,15294
0,98375
0,112543
0,210531
0,265806
0,272527
0,153843
0,209123
0,244011
0,2233
0,47234
0,204577
0,104806
0,208469
0,195832
0,222895
0,23951
0,12807
0,192394
0,92198
0,134878
0,92277
0,53919
0,15877
0,125217
0,132943
0,137252
0,281427
0,235997
0,91235
0,66064
0,131039
0,61814
0,45003
0,112974
0,183431
0,227070
0,143892
0,231002
0,52068
0,87600
0,101924
0,281140
0,238914
0,34050
0,131342
0,112332
0,258098
0,252923
0,64475
0,147982
0,228409
0,246090
0,182110
0,88745
0,210591
0,156385
0,203497
0,229153
0,185100
0,237029
0,46898
0,257726
0,77992
0,17776
0,43387
0,64621
0,33296
0,148505
0,138686
0,199767
0,196550
0,259883
0,190277
0,38865
0,171921
0,165883
0,266529
0,60194
0,208769
0,150313
0,177349
0,236247
0,281080
0,252372
0,241556
0,77016
0,121924
0,14291
0,105627
0,179594
0,74854
0,248299
0,129942
0,241031
0,116704
0,150334
0,238715
0,68808
0,57670
0,187148
0,213432
0,4967
0,52456
0,137597
0,71162
0,246648
0,282803
0,203509
0,153913
0,180603
0,84693
0,274761
0,3414
0,240151
0,165162
0,78876
0,137969
0,101778
0,3747
0,171996
0,212462
0,101600
0,120229
0,16318
0,267986
0,107480
0,166373
0,94116
0,54807
0,50591
0,240234
0,160759
0,178255
0,231051
0,14892
0,132970
0,175727
0,44055
0,56898
0,128709
0,1176
0,11697
0,96100
0,26131
0,107022
0,215256
0,83536
0,283209
0,13152
0,159607
0,118436
0,246136
0,168055
0,13166
0,57824
0,101088
0,174220
0,74061
0,83876
0,264475
0,283845
0,39516
0,106457
0,19339
0,161204
0,57655
0,84012
0,54072
0,164996
0,25699
0,254254
0,160044
0,163024
0,103122
0,216576
0,29319
0,5982
0,221071
0,110736
0,244724
0,107259
0,101540
0,134774
0,181317
0,276200
0,88007
0,149240
0,253431
0,221758
0,82644
0,63021
0,219735
0,167825
0,97869
0,211826
0,174358
0,47915
0,51798
0,242359
0,129241
0,179405
0,94996
0,252610
0,125452
0,223701
0,140758
0,118083
0,162868
0,128905
0,33115
0,157153
0,100008
0,201652
0,85381
0,286
0,60540
0,30228
0,232854
0,108665
0,129541
0,40000
0,14868
0,111900
0,182142
0,56568
0,268134
0,223681
0,227589
0,40195
0,173495
0,62970
0,98886
0,102271
0,55026
0,157554
0,243418
0,55472
0,226066
0,250165
0,235892
0,27345
0,147264
0,174846
0,221880
0,200682
0,117951
0,206565
0,1852
0,65900
0,238658
0,161388
0,174567
0,116836
0,199404
0,158237
0,246760
0,245245
0,155983
0,36050
0,208993
0,154971
0,37448
0,194206
0,87359
0,146620
0,282839
0,246413
0,76344
0,149156
0,119183
0,33185
0,103786
0,196755
0,124509
0,1055
0,70530
0,5327
0,90673
0,96362
0,268182
0,206850
0,212465
0,175952
0,49275
0,146842
0,257464
0,197741
0,227160
0,167187
0,274958
0,234023
0,186124
0,162821
0,64511
0,267690
0,156869
0,110589
0,168504
0,169767
0,75559
0,156051
0,16271
0,168275
0,207087
0,113838
0,283877
0,204970
0,164422
0,135391
0,27689
0,67129
0,225910
0,24374
0,140078
0,156376
0,164331
0,78340
0,176636
0,181665
0,141724
0,226288
0,196319
0,79955
0,228373
0,148000
0,209259
0,54995
0,78375
0,162306
0,275756
0,32192
0,279128
0,99579
0,11925
0,81228
0,154359
0,163963
0,62514
0,185334
0,205307
0,27405
0,83020
0,265903
0,25815
0,46520
0,206836
0,46490
0,224065
0,99905
0,178036
0,283987
0,29295
0,138854
0,44002
0,321
0,160550
0,257424
0,54732
0,53878
0,124788
0,161733
0,17466
0,243481
0,277780
0,261245
0,156693
0,241463
0,136538
0,216727
0,172535
0,90274
0,243165
0,167028
0,168522
0,174129
0,135617
0,36456
0,243564
0,266223
0,205195
0,52701
0,194245
0,166460
0,133573
0,35863
0,268459
0,235544
0,181235
0,155014
0,270408
0,276820
0,222324
0,58142
0,116577
0,122022
0,79813
0,85377
0,27067
0,42657
0,87033
0,106893
0,99931
0,140924
0,281428
0,248150
0,269151
0,1047
0,18027
0,206854
0,183406
0,173182
0,125816
0,133838
0,146581
0,137787
0,116446
0,99515
0,197238
0,144627
0,22984
0,230289
0,274466
0,34395
0,58185
0,42961
0,235750
0,172364
0,1199
0,212013
0,59131
0,122057
0,137460
0,271397
0,248508
0,250230
0,225485
0,78622
0,201994
0,55668
0,143030
0,3067
0,23580
0,91945
0,120825
0,212575
0,17290
0,34302
0,75062
0,217008
0,90582
0,82297
0,140780
0,55139
0,204953
0,66531
0,144832
0,142006
0,209766
0,172539
0,171528
0,280399
0,22300
0,265296
0,64316
0,171138
0,7740
0,19183
0,77109
0,69841
0,163811
0,244516
0,53433
0,59275
0,147470
0,63815
0,35925
0,254856
0,55367
0,187099
0,47326
0,234448
0,267146
0,27150
0,232949
0,185234
0,55244
0,14206
0,260136
0,64500
0,245659
0,93730
0,203218
0,48931
0,280409
0,278569
0,70577
0,141421
0,77953
0,177130
0,20985
0,227667
0,8516
0,251921
0,281959
0,243955
0,186868
0,152502
0,14153
0,91237
0,71160
0,32368
0,42926
0,220452
0,241639
0,36675
0,176564
0,235929
0,164663
0,199503
0,261550
0,44427
0,130501
0,228286
0,198221
0,150799
0,88
0,211969
0,113578
0,98449
0,40308
0,116426
0,201251
0,117066
0,152071
0,79434
0,264889
0,279799
0,35741
0,260181
0,56740
0,50253
0,77874
0,230919
0,195108
0,33436
0,253262
0,40249
0,274132
0,188414
0,266248
0,284625
0,265095
0,242163
0,215935
0,64382
0,165394
0,37888
0,108693
0,110570
0,23069
0,171821
0,257909
0,186140
0,5145
0,15859
0,37456
0,19290
0,178357
0,16899
0,139554
0,196144
0,164585
0,239162
0,47884
0,67948
0,73172
0,22013
0,282153
0,228978
0,235169
0,151110
0,238984
0,196971
0,263905
0,262326
0,177381
0,63628
0,232991
0,253411
0,191749
0,517
0,94402
0,194015
0,114057
0,229335
0,24098
0,126232
0,19542
0,54147
0,230214
0,278013
0,117806
0,153185
0,228849
0,172422
0,239823
0,283608
0,284605
0,180489
0,117945
0,107677
0,182448
0,4068
0,100953
0,239773
0,90212
0,20769
0,224147
0,66335
0,5004
0,137759
0,48036
0,93920
0,29006
0,260378
0,95319
0,187187
0,67767
0,64789
0,103649
0,283042
0,49728
0,200567
0,132971
0,188237
0,44978
0,238647
0,189460
0,189277
0,245222
0,200666
0,93855
0,95166
0,202022
0,143712
0,113890
0,10227
0,26813
0,178137
0,13291
0,283073
0,158436
0,9682
0,11247
0,46347
0,157148
0,154507
0,106969
0,237178
0,271168
0,234351
0,179338
0,54428
0,185991
0,75762
0,162138
0,86287
0,275251
0,250323
0,213560
0,20516
0,195100
0,262455
0,32487
0,198884
0,33625
0,80516
0,2150
0,156700
0,201863
0,150771
0,235633
0,10988
0,6101
0,237194
0,199184
0,30490
0,185891
0,123461
0,37690
0,21390
0,177002
0,57148
0,162381
0,877
0,142426
0,61358
0,53280
0,2864
0,101254
0,107437
0,14298
0,233503
0,46451
0,26289
0,10390
0,63070
0,199160
0,262792
0,262953
0,255386
0,52317
0,130054
0,37899
0,132567
0,186605
0,159920
0,75881
0,122670
0,263934
0,276650
0,88245
0,210128
0,229371
0,106063
0,68964
0,74343
0,1194
0,13335
0,256955
0,224251
0,271087
0,156643
0,218852
0,67876
0,62105
0,66277
0,72517
0,141343
0,18999
0,51714
0,205892
0,200612
0,157642
0,151832
0,94004
0,64824
0,278128
0,142811
0,24826
0,245000
0,53124
0,177627
0,117826
0,254570
0,265837
0,252871
0,70478
0,114638
0,142471
0,30955
0,231519
0,97743
0,53265
0,98557
0,108905
0,137449
0,28820
0,198623
0,69954
0,92639
0,274448
0,244268
0,156976
0,6749
0,180162
0,135863
0,105417
0,79207
0,82554
0,283119
0,231321
0,97903
0,7246
0,119379
0,256144
0,266432
0,210056
0,129336
0,278727
0,226250
0,76863
0,196963
0,99524
0,25771
0,159458
0,144487
0,135233
0,109252
0,272249
0,37222
0,154437
0,24447
0,138071
0,56014
0,244349
0,143720
0,244865
0,82001
0,218810
0,163198
0,148705
0,252454
0,207080
0,42372
0,269146
0,38046
0,116869
0,130998
0,189884
0,110140
0,147199
0,205309
0,140452
0,145275
0,242057
0,120943
0,190080
0,102649
0,272581
0,138393
0,94998
0,57300
1,541
1,623
1,4920
1,6108
1,6329
1,6331
1,6334
1,6336
1,6338
1,6427
1,6446
1,6472
1,6529
1,6609
1,6641
1,6717
1,6719
1,6734
1,6774
1,6820
1,6870
1,6882
1,6899
1,6903
1,6971
1,8296
1,8312
1,8335
1,8615
1,8617
1,8842
1,8845
1,8972
1,9035
1,9179
1,9252
1,9487
1,9509
1,10204
1,10484
1,10497
1,10498
1,10568
1,10630
1,10690
1,10801
1,10891
1,10897
1,11343
1,11710
1,11841
1,11880
1,12070
1,12108
1,12261
1,12369
1,14104
1,14170
1,14197
1,14211
1,14338
1,15166
1,15204
1,15225
1,15451
1,15476
1,15506
1,15539
1,15566
1,15736
1,15751
1,15781
1,15810
1,16415
1,16780
1,16863
1,17317
1,17366
1,17407
1,17453
1,17480
1,18466
1,18472
1,18773
1,18809
1,20198
1,23308
1,23422
1,26802
1,27362
1,27627
1,27738
1,27749
1,29687
1,30100
1,30314
1,30384
1,30398
1,30442
1,30473
1,30496
1,31002
1,33276
1,39183
1,40085
1,40525
1,41395
1,41569
1,41943
1,42007
1,42009
1,42473
1,42528
1,42549
1,42590
1,42609
1,42635
1,42674
1,42696
1,42700
1,42741
1,42756
1,42769
1,42784
1,42856
1,42887
1,42936
1,42945
1,42958
1,43061
1,43160
1,43204
1,43428
1,43624
1,43681
1,43773
1,44001
1,44091
1,44223
1,44270
1,44556
1,45203
1,45732
1,46909
1,46918
1,46998
1,47802
1,48094
1,50211
1,50537
1,52466
1,52521
1,52584
1,53591
1,53794
1,55401
1,56703
1,57248
1,57470
1,57615
1,58422
1,58761
1,59539
1,61787
1,63421
1,63634
1,64329
1,64411
1,64460
1,68067
1,68320
1,68522
1,68633
1,69498
1,69980
1,70141
1,70589
1,72757
1,73784
1,73857
1,74496
1,74507
1,74794
1,75511
1,76555
1,76609
1,76929
1,77099
1,77348
1,77387
1,77682
1,79525
1,79536
1,79835
1,79874
1,79883
1,80760
1,81186
1,81609
1,82400
1,83053
1,83297
1,83417
1,84543
1,86155
1,87354
1,88258
1,88307
1,88876
1,88897
1,89190
1,91671
1,92777
1,93424
1,93486
1,93788
1,94218
1,95534
1,95597
1,96341
1,96789
1,96994
1,99506
1,100623
1,101509
1,102441
1,102442
1,102443
1,102444
1,102445
1,102446
1,102782
1,105178
1,106679
1,106998
1,107067
1,107637
1,108258
1,108708
1,111690
1,112840
1,114271
1,116139
1,116404
1,118308
1,119714
1,119781
1,120505
1,120837
1,122479
1,123141
1,123201
1,123238
1,123270
1,123301
1,124036
1,124087
1,124115
1,124176
1,125342
1,128479
1,131272
1,135718
1,137705
1,140786
1,141257
1,141258
1,141259
1,141260
1,142405
1,142557
1,143188
1,143333
1,143334
1,143335
1,143336
1,143728
1,143731
1,144104
1,144108
1,144754
1,145800
1,146790
1,147548
1,147605
1,149145
1,149357
1,149522
1,149577
1,149587
1,149600
1,149869
1,149874
1,150601
1,150644
1,150647
1,150654
1,150660
1,150661
1,150662
1,150663
1,150665
1,150666
1,150667
1,150668
1,150669
1,150677
1,150678
1,150679
1,150680
1,150684
1,150687
1,150692
1,150697
1,150715
1,150925
1,151006
1,151007
1,151008
1,151009
1,151011
1,151103
1,151196
1,151462
1,151519
1,151730
1,151807
1,152019
1,152223
1,152295
1,153823
1,153835
1,153885
1,154234
1,154286
1,154371
1,154454
1,154587
1,154633
1,154668
1,154670
1,154676
1,154684
1,154693
1,154694
1,154697
1,154718
1,154719
1,154720
1,154960
1,156988
1,156990
1,157585
1,157868
1,157871
1,157918
1,163149
1,163586
1,167184
1,167305
1,172787
1,176049
1,177195
1,178208
1,181966
1,182992
1,183106
1,184379
1,189587
1,189701
1,189878
1,190368
1,191074
1,191267
1,191359
1,191544
1,191690
1,192382
1,192529
1,192584
1,192687
1,195383
1,197586
1,198868
1,199896
1,201098
1,201601
1,203324
1,203328
1,203700
1,204064
1,204079
1,204503
1,208651
1,212516
1,212644
1,213092
1,213116
1,214662
1,214775
1,215132
1,215953
1,215984
1,218442
1,219025
1,219892
1,220725
1,221018
1,221041
1,222133
1,222419
1,223366
1,223572
1,223578
1,223618
1,226814
1,226877
1,229712
1,229730
1,230076
1,230476
1,231978
1,233258
1,234574
1,234632
1,234633
1,234705
1,235616
1,235634
1,235644
1,237107
1,237426
1,238222
1,238366
1,238466
1,239499
1,239501
1,240222
1,241254
1,241445
1,243393
1,243547
1,243699
1,243749
1,243848
1,244004
1,244333
1,245347
1,245556
1,247673
1,247995
1,248296
1,248971
1,249167
1,249239
1,249607
1,249828
1,249963
1,250761
1,251477
1,251866
1,251881
1,251891
1,251904
1,252124
1,252774
1,254344
1,254395
1,255403
1,255556
1,258403
1,261056
1,261473
1,261925
1,262560
1,262826
1,263080
1,263274
1,263324
1,263877
1,268375
1,272521
1,274382
1,274475
1,275992
1,276071
1,276864
1,279863
1,280143
1,280149
1,281144
1,281674
